-6.1881699,2.2773302,3.9795375
-6.3373507,2.4031035,3.8909496
-6.4866151,2.5343627,3.8088406
-6.6314139,2.6715889,3.7309813
-6.7704576,2.8162531,3.6563768
-6.9025233,2.9685175,3.5844137
-7.0235796,3.1239508,3.5163606
-7.1376935,3.2878395,3.4506020
-7.2432894,3.4586116,3.3868362
-7.3381482,3.6324848,3.3272779
-7.4242229,3.8127142,3.2691908
-7.5003122,3.9969127,3.2134469
-7.5663902,4.1847151,3.1595237
-7.6226992,4.3761943,3.1063672
-7.6689916,4.5697493,3.0545825
-7.7053011,4.7657310,3.0025459
-7.7311709,4.9632012,2.9500679
-7.7461400,5.1619295,2.8961078
-7.7496648,5.3608515,2.8414320
-7.7411643,5.5601853,2.7849925
-7.7199825,5.7581663,2.7269022
-7.6853387,5.9542995,2.6653036
-7.6362975,6.1477278,2.6001411
-7.5724691,6.3355655,2.5330071
-7.4920054,6.5187774,2.4618799
-7.3950601,6.6930143,2.3876545
-7.2817870,6.8553079,2.3098259
-7.1490783,7.0064679,2.2633215
-6.9999448,7.1400560,2.2578624
-6.8371720,7.2532809,2.2918548
-6.6626070,7.3460830,2.3297014
-6.4756492,7.4204208,2.3680852
-6.2866835,7.4759765,2.4109682
-6.0976046,7.5214142,2.4630883
-5.9022828,7.5582598,2.5037541
-5.7020506,7.5789983,2.5204133
-5.5017770,7.5829187,2.5473392
-5.3028146,7.5715313,2.6548503
-5.1056304,7.5483799,2.7950341
-4.9098227,7.5160467,2.9339278
-4.7155596,7.4754452,3.0650707
-4.5227483,7.4268488,3.1908377
-4.3310897,7.3705377,3.3138401
-4.1405687,7.3070408,3.4356228
-3.9551692,7.2385873,3.5576719
-3.7703568,7.1644863,3.6804213
-3.5860534,7.0855614,3.8037374
-3.4053105,7.0041333,3.9278983
-3.2248072,6.9196958,4.0517053
-3.0444296,6.8332089,4.1751950
-2.8658147,6.7465640,4.2956987
-2.6860956,6.6592950,4.4124794
-2.5068036,6.5729336,4.5183173
-2.3267357,6.4875762,4.6140204
-2.1457912,6.4038551,4.7010946
-1.9640562,6.3224789,4.7702641
-1.7809257,6.2437299,4.8268590
-1.5965765,6.1681813,4.7997915
-1.4107559,6.0961754,4.7568366
-1.2235303,6.0281752,4.6860861
-1.0344991,5.9644778,4.6210210
-0.8446508,5.9058050,4.5591442
-0.6520836,5.8519871,4.5021666
-0.4590471,5.8040204,4.4462878
-0.2641448,5.7618948,4.3925743
-0.0676154,5.7260583,4.3397407
0.1281769,5.6972100,4.2874376
0.3275395,5.6751085,4.2352832
0.5266937,5.6605833,4.1824194
0.7244279,5.6538374,4.1285636
0.9240784,5.6549370,4.0718731
1.1242990,5.6640045,4.0107926
1.3231424,5.6806567,3.9815132
1.5207452,5.7038052,3.9757546
1.7171798,5.7309239,3.9736631
1.9128103,5.7577540,3.9762073
2.1087845,5.7808128,3.9844760
2.3034056,5.8014082,3.9972692
2.5006646,5.8284668,4.0120437
2.7013061,5.8662959,4.0274520
2.8902636,5.9112126,4.0439715
3.0838860,5.9666232,4.0610748
3.2736422,6.0303089,4.0788960
3.4597794,6.1019356,4.0976122
3.6435622,6.1815726,4.1166768
3.8233365,6.2680726,4.1347417
3.9995204,6.3609482,4.1501452
4.1734057,6.4603341,4.1192542
4.3428126,6.5643933,4.0661633
4.5101841,6.6737869,3.9407807
4.6747333,6.7864103,3.8068065
4.8375043,6.8993711,3.6637156
5.0045148,7.0112022,3.5313505
5.1725570,7.1162223,3.4027678
5.3452036,7.2144916,3.2783516
5.5241313,7.3053971,3.1565457
5.7067656,7.3861709,3.0355790
5.8933430,7.4554334,2.9145958
6.0846624,7.5118382,2.7942094
6.2802063,7.5541474,2.6809916
6.4756767,7.5827411,2.5829853
6.6664234,7.6115069,2.5155116
6.8634583,7.6293959,2.4656539
7.0641230,7.6263769,2.4261918
7.2628030,7.6025373,2.4047584
7.4576135,7.5581830,2.3918224
7.6467937,7.4940838,2.3691972
7.8282991,7.4111027,2.3517287
8.0001291,7.3101261,2.3472272
8.1606193,7.1924436,2.3421178
8.3084965,7.0600098,2.3381688
8.4427697,6.9125873,2.3336511
8.5571940,6.7522686,2.3311207
8.6524097,6.5785859,2.3377138
8.7287690,6.3932129,2.3674209
8.7857371,6.2009681,2.4261155
8.8245344,6.0065959,2.4938262
8.8476222,5.8081209,2.5606078
8.8561781,5.6088726,2.6253597
8.8517140,5.4097763,2.6885651
8.8348699,5.2113538,2.7517755
8.8061204,5.0143730,2.8157915
8.7662475,4.8195964,2.8814193
8.7157750,4.6265351,2.9479875
8.6559297,4.4372403,3.0167664
8.5870355,4.2502630,3.0862398
8.5100191,4.0663052,3.1566019
8.4255327,3.8856964,3.2277576
8.3336819,3.7087226,3.2992165
8.2341818,3.5354662,3.3714066
8.1274669,3.3666410,3.4437556
8.0143149,3.2033258,3.5163276
7.8925469,3.0428067,3.5890068
7.7655909,2.8897313,3.6616464
7.6332452,2.7435034,3.7341165
7.4914777,2.5998377,3.8058942
7.3464047,2.4643423,3.8770774
7.1961820,2.3315548,3.9496278
7.0558852,2.1990504,4.0264787
6.9124752,2.0654028,4.0874517
6.7610262,1.9345267,4.1431993
6.6021749,1.8083846,4.1960346
6.4443452,1.6928459,4.2466358
6.2788957,1.5807060,4.2967760
6.1080406,1.4731865,4.3465609
5.9377226,1.3732412,4.3964282
5.7619338,1.2766088,4.4464261
5.5851879,1.1852777,4.4968013
5.4055725,1.0976825,4.5474826
5.2246758,1.0140893,4.5984901
5.0417078,0.9335967,4.6499882
4.8587288,0.8565547,4.7016998
4.6731501,0.7814401,4.7540960
4.4881672,0.7096142,4.8066190
4.3010499,0.6401742,4.8594311
4.1133220,0.5737421,4.9122065
3.9251472,0.5103806,4.9649480
3.7348443,0.4495790,5.0172559
3.5445844,0.3920809,5.0692442
3.3530526,0.3375236,5.1205683
3.1604276,0.2860325,5.1708988
2.9676151,0.2379032,5.2204982
2.7734532,0.1929114,5.2685570
2.5785971,0.1512945,5.3150053
2.3834335,0.1131964,5.3601232
2.1872399,0.0785482,5.4028047
1.9904708,0.0475112,5.4429739
1.7933712,0.0201835,5.4810824
1.5956428,-0.0034197,5.5161104
1.3974946,-0.0232208,5.5474796
1.1990664,-0.0391729,5.5762044
1.0002469,-0.0512656,5.6017853
0.8014281,-0.0594785,5.6228610
0.6024015,-0.0638454,5.6412578
0.4029621,-0.0644005,5.6570180
0.2042456,-0.0612128,5.6673032
0.0053271,-0.0543591,5.6746690
-0.1940756,-0.0439022,5.6792482
-0.3921063,-0.0300667,5.6789246
-0.5904476,-0.0128766,5.6766314
-0.7891652,0.0075725,5.6722912
-0.9860209,0.0308848,5.6654236
-1.1837372,0.0571597,5.6580213
-1.3808120,0.0860995,5.6499202
-1.5771878,0.1177581,5.6426327
-1.7743095,0.1524448,5.6357274
-1.9692260,0.1896819,5.5840505
-2.1647455,0.2300673,5.5317767
-2.3590060,0.2733396,5.4797853
-2.5528589,0.3198468,5.4276977
-2.7457994,0.3696492,5.3755117
-2.9378383,0.4229308,5.3226789
-3.1287030,0.4798066,5.2695946
-3.3186912,0.5405822,5.2149918
-3.5069584,0.6052009,5.1599024
-3.6942088,0.6741417,5.1028852
-3.8795610,0.7473312,5.0446323
-4.0628630,0.8249480,4.9846422
-4.2448608,0.9076051,4.9222180
-4.4227975,0.9942740,4.8586412
-4.6007215,1.0872665,4.7913116
-4.7744628,1.1847547,4.7223487
-4.9441038,1.2869383,4.6510658
-5.1129422,1.3961906,4.5763431
-5.2766834,1.5100342,4.4994800
-5.4352549,1.6283410,4.4200950
-5.5898755,1.7518052,4.3377755
-5.7419911,1.8810366,4.2523316
-5.8907736,2.0135745,4.1639764
-6.0393483,2.1479018,4.0728306
-6.1881699,2.2773302,3.9795375
