-6.1779478,2.2852579,3.9813198
-6.3282557,2.4098978,3.8926870
-6.4785471,2.5402500,3.8105714
-6.6243788,2.6766992,3.7326814
-6.7644990,2.8206723,3.6580047
-6.8974001,2.9719595,3.5860160
-7.0196717,3.1268873,3.5177978
-7.1350123,3.2902584,3.4518242
-7.2417200,3.4602924,3.3879361
-7.3379027,3.6337898,3.3280835
-7.4252920,3.8136181,3.2697090
-7.5026755,3.9973765,3.2137876
-7.5701323,4.1849410,3.1596462
-7.6278194,4.3761403,3.1063256
-7.6755249,4.5695695,3.0544660
-7.7131392,4.7654376,3.0023793
-7.7401588,4.9629180,2.9498516
-7.7561464,5.1617329,2.8958067
-7.7605604,5.3607780,2.8409745
-7.7528047,5.5603271,2.7844489
-7.7322151,5.7585236,2.7262834
-7.6980137,5.9548839,2.6647072
-7.6492615,6.1485635,2.5994951
-7.5855596,6.3366831,2.5322924
-7.5051749,6.5199721,2.4613280
-7.4081264,6.6944163,2.3871307
-7.2948380,6.8566418,2.3096745
-7.1619892,7.0078536,2.2645255
-7.0126122,7.1415462,2.2622835
-6.8494098,7.2550638,2.2955071
-6.6746242,7.3481833,2.3320617
-6.4882128,7.4225893,2.3689515
-6.2973390,7.4783793,2.4100031
-6.1058647,7.5219110,2.4607289
-5.9133942,7.5577339,2.5021070
-5.7132076,7.5789720,2.5209791
-5.5127397,7.5836038,2.5418046
-5.3136502,7.5727646,2.6472400
-5.1160808,7.5498015,2.7885341
-4.9200349,7.5173754,2.9281874
-4.7258003,7.4764499,3.0591295
-4.5331099,7.4272926,3.1844482
-4.3415689,7.3702328,3.3069274
-4.1511498,7.3058743,3.4281089
-3.9656983,7.2364829,3.5494282
-3.7810769,7.1615629,3.6714302
-3.5968861,7.0818589,3.7939483
-3.4163093,6.9997895,3.9172499
-3.2357936,6.9147501,4.0401619
-3.0556091,6.8278903,4.1626846
-2.8768097,6.7408226,4.2823916
-2.6970279,6.6532745,4.3990221
-2.5177333,6.5667262,4.5033528
-2.3375012,6.4812082,4.5985546
-2.1564758,6.3974938,4.6832734
-1.9744480,6.3161639,4.7513713
-1.7911148,6.2376320,4.8133390
-1.6064129,6.1623560,4.7674828
-1.4203214,6.0907901,4.7157150
-1.2326299,6.0233113,4.6476522
-1.0432676,5.9603414,4.5840608
-0.8528419,5.9024758,4.5242784
-0.6599115,5.8496877,4.4684621
-0.4666722,5.8029290,4.4138384
-0.2709471,5.7620365,4.3613391
-0.0742225,5.7277187,4.3093585
0.1219631,5.7004953,4.2578397
0.3219550,5.6801875,4.2058231
0.5211005,5.6676673,4.1526323
0.7186413,5.6630448,4.0978414
0.9193442,5.6664575,4.0383357
1.1194185,5.6780718,4.0166650
1.3180640,5.6973841,4.0099260
1.5154669,5.7230204,4.0065574
1.7116774,5.7521216,4.0075842
1.9072267,5.7801598,4.0137352
2.1029524,5.8037397,4.0256584
2.2975742,5.8250734,4.0407133
2.4946480,5.8533531,4.0567087
2.6950188,5.8925383,4.0731170
2.8849855,5.9390440,4.0903301
3.0779495,5.9955762,4.1080929
3.2680081,6.0605115,4.1263828
3.4536608,6.1329209,4.1454932
3.6374656,6.2133330,4.1648379
3.8170555,6.3002843,4.1819695
3.9933834,6.3934933,4.1926309
4.1673316,6.4928523,4.1449285
4.3371503,6.5968230,4.0749250
4.5048192,6.7057143,3.9456396
4.6702196,6.8175846,3.8113996
4.8339939,6.9291161,3.6725035
5.0025622,7.0391972,3.5450944
5.1722196,7.1420909,3.4213559
5.3463378,7.2377894,3.3017388
5.5269114,7.3258216,3.1848185
5.7110290,7.4035222,3.0690681
5.8989425,7.4696875,2.9543209
6.0913303,7.5229149,2.8422384
6.2875146,7.5620916,2.7392070
6.4835678,7.5877910,2.6532722
6.6744606,7.6126828,2.5905193
6.8730422,7.6285149,2.5473539
7.0731624,7.6247252,2.5074194
7.2721046,7.6014099,2.4672036
7.4675017,7.5586106,2.4265723
7.6575867,7.4966208,2.3855476
7.8402603,7.4159997,2.3596057
8.0135627,7.3172580,2.3539254
8.1758581,7.2019204,2.3484058
8.3262122,7.0716058,2.3452011
8.4617255,6.9263157,2.3427194
8.5783116,6.7672658,2.3400288
8.6769707,6.5938056,2.3480890
8.7566277,6.4092183,2.3721089
8.8163546,6.2193892,2.4337777
8.8586119,6.0246070,2.4991223
8.8850003,5.8262713,2.5653345
8.8967527,5.6274424,2.6274496
8.8951622,5.4280665,2.6881839
8.8808710,5.2291021,2.7479229
8.8544565,5.0319261,2.8083870
8.8165792,4.8363309,2.8697701
8.7679827,4.6428687,2.9324798
8.7096676,4.4528443,2.9970875
8.6419392,4.2647960,3.0624587
8.5662325,4.0807246,3.1293298
8.4823745,3.8993472,3.1968918
8.3910331,3.7221018,3.2651796
8.2916278,3.5483966,3.3344193
8.1853097,3.3802011,3.4040156
8.0708780,3.2156160,3.4743902
7.9492136,3.0562241,3.5451921
7.8230799,2.9053497,3.6163929
7.6863437,2.7559119,3.6882523
7.5439047,2.6135459,3.7604053
7.3968829,2.4785001,3.8328475
7.2494796,2.3513985,3.9057548
7.1031364,2.2228742,3.9836581
6.9565583,2.0893742,4.0497625
6.8040054,1.9598046,4.1090977
6.6481282,1.8376361,4.1657968
6.4859484,1.7204359,4.2213736
6.3175768,1.6079575,4.2763826
6.1495034,1.5037497,4.3310311
5.9762936,1.4036065,4.3856676
5.8000162,1.3082291,4.4402934
5.6226289,1.2180348,4.4950274
5.4420915,1.1314298,4.5497990
5.2605788,1.0489773,4.6047394
5.0772161,0.9697332,4.6597722
4.8928033,0.8935378,4.7149985
4.7071892,0.8198203,4.7704383
4.5216187,0.7489517,4.8260382
4.3337454,0.6802407,4.8816598
4.1461775,0.6147189,4.9372077
3.9567491,0.5516494,4.9924388
3.7666583,0.4914878,5.0472082
3.5764548,0.4344287,5.1016304
3.3840397,0.3799081,5.1548281
3.1915933,0.3286189,5.2072725
2.9985563,0.2804535,5.2587277
2.8040278,0.2352726,5.3081824
2.6093094,0.1934609,5.3563107
2.4140011,0.1549957,5.4027440
2.2175502,0.1198600,5.4460941
2.0208518,0.0882988,5.4873592
1.8237223,0.0603474,5.5263920
1.6257590,0.0360263,5.5608691
1.4275786,0.0154777,5.5925291
1.2290195,-0.0012711,5.6213176
1.0301564,-0.0141798,5.6453116
0.8311699,-0.0232246,5.6657478
0.6318739,-0.0284191,5.6832581
0.4325818,-0.0297819,5.6967191
0.2335431,-0.0273712,5.7056224
0.0342099,-0.0212482,5.7114770
-0.1649484,-0.0115075,5.7133342
-0.3633875,0.0017043,5.7113590
-0.5622688,0.0183451,5.7073638
-0.7605789,0.0382121,5.7006402
-0.9580501,0.0611361,5.6922057
-1.1563839,0.0871244,5.6830181
-1.3529584,0.1156480,5.6732661
-1.5499546,0.1470407,5.6643331
-1.7467960,0.1812880,5.6562565
-1.9423040,0.2182293,5.6123329
-2.1382606,0.2582756,5.5596776
-2.3325445,0.3010904,5.5071094
-2.5267879,0.3471809,5.4543923
-2.7199271,0.3964772,5.4013793
-2.9123266,0.4492482,5.3477122
-3.1035505,0.5055653,5.2935543
-3.2938888,0.5657255,5.2378946
-3.4824138,0.6296399,5.1817591
-3.6702863,0.6979446,5.1231642
-3.8559299,0.7703103,5.0636162
-4.0400217,0.8472423,5.0018481
-4.2223832,0.9289558,4.9379431
-4.4011223,1.0148220,4.8725637
-4.5796820,1.1068378,4.8036179
-4.7538960,1.2031781,4.7331235
-4.9248217,1.3046149,4.6600771
-5.0943434,1.4126514,4.5840018
-5.2588468,1.5252384,4.5058508
-5.4183154,1.6422940,4.4252790
-5.5745918,1.7650110,4.3418342
-5.7278522,1.8929816,4.2555489
-5.8776960,2.0240563,4.1665290
-6.0277145,2.1571154,4.0748891
-6.1779478,2.2852579,3.9813198
